,Unnamed: 0,first,second,cats,weight
117,291,Diseases.cardiovascular diseases.vascular diseases.embolism and thrombosis.thromboembolism.intracranial embolism and thrombosis.intracranial thrombosis,intracranial thrombosis,"[32977228, 33322869, 33520667, 34530550, 34679139, 34747359, 34761747, 35283463]",8.0
118,501,"Diseases.cardiovascular diseases.vascular diseases.embolism and thrombosis.thromboembolism.intracranial embolism and thrombosis.intracranial thrombosis.sinus thrombosis, intracranial","sinus thrombosis, intracranial","[34078441, 34220192, 34258246, 34335016, 34517273, 34679139, 34761747, 34793991, 34938638]",9.0
119,155,Diseases.cardiovascular diseases.vascular diseases.embolism and thrombosis.thromboembolism.venous thromboembolism,venous thromboembolism,"[32719447, 32838148, 32935083, 33075608, 33187633, 33322869, 33332036, 33521655, 33880241, 33893631, 33978479, 33984263, 34064763, 34109598, 34113773, 34127622, 34191903, 34220192, 34242974, 34330569, 34407847, 34457265, 34512335, 34533807, 34642030, 34930633, 35021924, 35414365, 35431658, 35575011]",30.0
120,59,Diseases.cardiovascular diseases.vascular diseases.embolism and thrombosis.thrombosis,thrombosis,"[32476380, 32579014, 32651579, 32665940, 32798347, 32886936, 32905019, 32928824, 32949574, 32965656, 32971105, 32977228, 33051388, 33092737, 33106782, 33206767, 33282599, 33322869, 33346454, 33346988, 33417221, 33448739, 33480310, 33519510, 33521655, 33532103, 33585705, 33604359, 33661715, 33738009, 33787680, 33788160, 33817609, 33824483, 33842842, 33856275, 33872443, 33877759, 33962695, 33980250, 34052046, 34100519, 34113773, 34124207, 34172316, 34195973, 34220192, 34256411, 34266783, 34293539, 34311684, 34330569, 34364672, 34373831, 34377558, 34386543, 34419773, 34429796, 34482535, 34488566, 34508486, 34512038, 34523885, 34542255, 34553575, 34657406, 34710063, 34747359, 34838588, 34915942, 34922160, 34950713, 34982460, 35139794, 35225150, 35413893, 35414356, 35431658, 35514142, 35615329]",80.0
121,263,Diseases.cardiovascular diseases.vascular diseases.embolism and thrombosis.thrombosis.venous thrombosis,venous thrombosis,"[32905019, 32977228, 33521655, 33788160, 33880241, 33893631, 34001792, 34064763, 34293539, 34306794, 34330569, 34410058]",12.0
122,232,Diseases.cardiovascular diseases.vascular diseases.hyperemia,hyperemia,"[32839740, 33214412, 33295957, 33733987, 33781126, 33819537, 33821923, 34060731, 34311684]",9.0
123,108,Diseases.cardiovascular diseases.vascular diseases.hypertension,hypertension,"[32610334, 32643664, 32719447, 32720223, 32728901, 32729633, 32791552, 32912226, 32971105, 32979666, 33020166, 33106782, 33183020, 33187633, 33194223, 33236647, 33282075, 33487098, 33548208, 33619413, 33661715, 33683246, 33687179, 33710069, 33753947, 33757457, 33768072, 33809260, 33889551, 33898792, 33962805, 33964245, 33992168, 33995053, 33996435, 34052147, 34078441, 34151246, 34220192, 34249665, 34249972, 34286447, 34365975, 34368419, 34397444, 34419773, 34433686, 34484759, 34490284, 34512975, 34544975, 34580754, 34585892, 34633943, 34779390, 34827246, 34850782, 34861604, 34874654, 34942461, 34945196, 35130818, 35306969, 35348443, 35407640, 35420643, 35600134, 35621146, 35622085]",69.0
124,381,"Diseases.cardiovascular diseases.vascular diseases.hypertension.hypertension, pulmonary","hypertension, pulmonary","[33269260, 33274259, 33312856, 33448739, 33464010, 34127622, 34204032, 34601005, 34601121, 34894817, 34950621]",11.0
125,167,Diseases.cardiovascular diseases.vascular diseases.hypotension,hypotension,"[32725955, 32844958, 33821923, 33860871]",4.0
126,671,Diseases.cardiovascular diseases.vascular diseases.myocardial ischemia,myocardial ischemia,"[33777550, 35407640]",2.0
127,228,Diseases.cardiovascular diseases.vascular diseases.myocardial ischemia.acute coronary syndrome,acute coronary syndrome,"[32838188, 32905019, 32921216, 33194121, 33299899, 33792257, 34044430, 34082792, 34148546, 34880080, 34930633, 35221085]",12.0
128,269,Diseases.cardiovascular diseases.vascular diseases.myocardial ischemia.coronary disease,coronary disease,"[32921216, 33995053, 34950713, 35306969, 35348443]",5.0
129,74,Diseases.cardiovascular diseases.vascular diseases.myocardial ischemia.coronary disease.coronary aneurysm,coronary aneurysm,"[32511692, 32760733, 32935083, 32956895, 32984206, 32988176, 33011038, 33181855, 33437929, 33504377, 33532103, 33616026, 33726806, 33782672, 34035676, 34038652, 34103044, 34103443, 34261116, 34413034, 34508537, 34523885, 34886921, 35043641, 35043684]",25.0
130,75,Diseases.cardiovascular diseases.vascular diseases.myocardial ischemia.coronary disease.coronary artery disease,coronary artery disease,"[32511692, 32529358, 32651579, 32768467, 32769230, 32788432, 32900267, 32918567, 32921216, 32924089, 32925547, 32949574, 32959075, 33003102, 33015722, 33081458, 33166178, 33166189, 33269260, 33425823, 33449336, 33553222, 33703938, 33711293, 33726806, 33745461, 33753947, 33757142, 33816399, 33821923, 33843774, 33876782, 33889551, 33935220, 33980250, 33992168, 34027906, 34038652, 34052147, 34082189, 34167431, 34266903, 34283537, 34300186, 34311684, 34326176, 34336288, 34348808, 34353250, 34372552, 34438608, 34457119, 34512975, 34553575, 34809664, 34838588, 34846312, 34886921, 34933829, 34987144, 34996119, 35067268, 35118699, 35147323, 35157636, 35178272, 35221322, 35240139, 35321771, 35435842, 35488687, 35548336, 35615329, 35620558, 35626760]",75.0
131,739,Diseases.cardiovascular diseases.vascular diseases.myocardial ischemia.coronary disease.coronary thrombosis,coronary thrombosis,"[34136999, 35223894]",2.0
132,286,"Diseases.cardiovascular diseases.vascular diseases.optic neuropathy, ischemic","optic neuropathy, ischemic","[32963819, 33661715, 33999887, 34971857]",4.0
133,57,Diseases.cardiovascular diseases.vascular diseases.peripheral vascular diseases,peripheral vascular diseases,"[32476380, 33394709, 33733987]",3.0
134,448,Diseases.cardiovascular diseases.vascular diseases.retinal vein occlusion,retinal vein occlusion,"[33661715, 33999887, 34325925, 34637677, 35170663, 35472801, 35502085]",7.0
135,111,Diseases.cardiovascular diseases.vascular diseases.vasculitis,vasculitis,"[32731141, 32770807, 32918567, 32956895, 32966765, 33015814, 33123675, 33123760, 33229976, 33247640, 33521655, 33719401, 33732254, 33856275, 33953481, 34106885, 34176314, 34237419, 34248620, 34271815, 34353302, 34364672, 34366528, 34373831, 34382433, 34384627, 34415268, 34479340, 34508486, 34508537, 34793991, 34864371, 34944099, 34963403, 35043641, 35413893, 35601952, 32639461, 32669159, 32839689, 32880937, 32953841, 32955690, 32983831, 33070890, 33077488, 33425823, 33521655, 33777042, 34237419, 34364672, 34415268, 34523756, 34864371, 35472801]",55.0
136,521,Diseases.cardiovascular diseases.vascular diseases.vasculitis.aortitis,aortitis,[34311684],1.0
137,383,Diseases.cardiovascular diseases.vascular diseases.vasculitis.arteritis,arteritis,"[33277353, 33510530, 33778663, 33890746, 35139607]",5.0
138,413,Diseases.cardiovascular diseases.vascular diseases.vasculitis.cogan syndrome,cogan syndrome,[33485845],1.0
139,1214,Diseases.cardiovascular system,cardiovascular system,,0.001
140,1215,Diseases.cardiovascular system.blood vessels,blood vessels,,0.001
141,1216,Diseases.cardiovascular system.blood vessels.microvessels,microvessels,,0.001
142,803,Diseases.cardiovascular system.blood vessels.microvessels.capillaries,capillaries,[33781767],1.0
143,846,Diseases.cardiovascular system.blood vessels.retinal vessels,retinal vessels,[34751081],1.0
144,1229,Diseases.cell physiological phenomena,cell physiological phenomena,,0.001
145,826,Diseases.cell physiological phenomena.sperm motility,sperm motility,[34994082],1.0
146,1003,Diseases.cells,cells,,0.001
147,1121,Diseases.cells.cellular structures,cellular structures,,0.001
148,1122,Diseases.cells.cellular structures.cell membrane,cell membrane,,0.001
149,1123,Diseases.cells.cellular structures.cell membrane.cell membrane structures,cell membrane structures,,0.001
150,696,Diseases.cells.cellular structures.cell membrane.cell membrane structures.glycocalyx,glycocalyx,[34372552],1.0
151,1124,Diseases.cells.cellular structures.cell membrane.cell membrane structures.intercellular junctions,intercellular junctions,,0.001
152,1125,Diseases.cells.cellular structures.cell membrane.cell membrane structures.intercellular junctions.synapses,synapses,,0.001
153,1126,Diseases.cells.cellular structures.cell membrane.cell membrane structures.intercellular junctions.synapses.neuroeffector junction,neuroeffector junction,,0.001
154,618,Diseases.cells.cellular structures.cell membrane.cell membrane structures.intercellular junctions.synapses.neuroeffector junction.neuromuscular junction,neuromuscular junction,[33836148],1.0
155,1004,Diseases.cells.epithelial cells,epithelial cells,,0.001
156,626,Diseases.cells.epithelial cells.alveolar epithelial cells,alveolar epithelial cells,[33547007],1.0
157,318,Diseases.cells.epithelial cells.endothelial cells,endothelial cells,"[33038618, 33380117, 33519510, 33553222, 34256411, 35157636, 35425611, 35534210]",8.0
158,1060,Diseases.chemical phenomena,chemical phenomena,,0.001
159,1061,Diseases.chemical phenomena.biochemical phenomena,biochemical phenomena,,0.001
160,478,"Diseases.chemical phenomena.biochemical phenomena.protein aggregation, pathological","protein aggregation, pathological",[33789211],1.0
161,1005,Diseases.chemically-induced disorders,chemically-induced disorders,,0.001
162,1169,Diseases.chemically-induced disorders.drug-related side effects and adverse reactions,drug-related side effects and adverse reactions,,0.001
163,703,Diseases.chemically-induced disorders.drug-related side effects and adverse reactions.alcoholic neuropathy,alcoholic neuropathy,[34184490],1.0
164,1006,Diseases.chemically-induced disorders.poisoning,poisoning,,0.001
165,319,Diseases.chemically-induced disorders.poisoning.neurotoxicity syndromes,neurotoxicity syndromes,"[33039230, 34037369, 34191697, 34229735, 34287509]",5.0
166,730,Diseases.chemically-induced disorders.poisoning.neurotoxicity syndromes.neuroleptic malignant syndrome,neuroleptic malignant syndrome,[33557936],1.0
167,963,Diseases.circulatory and respiratory physiological phenomena,circulatory and respiratory physiological phenomena,,0.001
168,964,Diseases.circulatory and respiratory physiological phenomena.blood physiological phenomena,blood physiological phenomena,,0.001
169,1208,Diseases.circulatory and respiratory physiological phenomena.blood physiological phenomena.hematopoiesis,hematopoiesis,,0.001
170,784,Diseases.circulatory and respiratory physiological phenomena.blood physiological phenomena.hematopoiesis.clonal hematopoiesis,clonal hematopoiesis,"[32853638, 34118400]",2.0
171,667,Diseases.circulatory and respiratory physiological phenomena.blood physiological phenomena.hemostasis,hemostasis,[33346454],1.0
172,208,Diseases.circulatory and respiratory physiological phenomena.blood physiological phenomena.hemostasis.blood coagulation,blood coagulation,"[32757154, 32984561, 33008624, 33081458, 33090438, 33380117, 33414753, 33424598, 33724953, 33769966, 33854858, 33872443, 33899351, 33973188, 34100519, 34103443, 34109076, 34158815, 34195973, 34252339, 34279891, 34306190, 34309328, 34377558, 34425843, 34512038, 34604993, 34699709, 34945095, 34987144, 35170663]",31.0
173,967,Diseases.circulatory and respiratory physiological phenomena.cardiovascular physiological phenomena,cardiovascular physiological phenomena,,0.001
174,210,Diseases.circulatory and respiratory physiological phenomena.cardiovascular physiological phenomena.blood circulation,blood circulation,"[32758257, 33106782, 34220192, 34792882]",4.0
175,598,Diseases.circulatory and respiratory physiological phenomena.cardiovascular physiological phenomena.blood circulation.cerebrovascular circulation,cerebrovascular circulation,"[34809664, 34932291]",2.0
176,1166,Diseases.circulatory and respiratory physiological phenomena.cardiovascular physiological phenomena.hemodynamics,hemodynamics,,0.001
177,694,Diseases.circulatory and respiratory physiological phenomena.cardiovascular physiological phenomena.hemodynamics.vasoconstriction,vasoconstriction,[33077488],1.0
178,1165,Diseases.circulatory and respiratory physiological phenomena.cardiovascular physiological phenomena.ventricular function,ventricular function,,0.001
179,692,"Diseases.circulatory and respiratory physiological phenomena.cardiovascular physiological phenomena.ventricular function.ventricular function, left","ventricular function, left","[34560597, 34827194, 35321771, 35560820]",4.0
180,1107,Diseases.circulatory and respiratory physiological phenomena.respiratory physiological phenomena,respiratory physiological phenomena,,0.001
181,645,Diseases.circulatory and respiratory physiological phenomena.respiratory physiological phenomena.pulmonary diffusing capacity,pulmonary diffusing capacity,[34819216],1.0
182,1147,Diseases.circulatory and respiratory physiological phenomena.respiratory physiological phenomena.respiration,respiration,,0.001
183,651,Diseases.circulatory and respiratory physiological phenomena.respiratory physiological phenomena.respiration.respiratory rate,respiratory rate,[32979574],1.0
184,665,Diseases.circulatory and respiratory physiological phenomena.respiratory physiological phenomena.respiratory sounds,respiratory sounds,[33986692],1.0
185,1108,Diseases.circulatory and respiratory physiological phenomena.respiratory physiological phenomena.total lung capacity,total lung capacity,,0.001
186,582,Diseases.circulatory and respiratory physiological phenomena.respiratory physiological phenomena.total lung capacity.vital capacity,vital capacity,[34148855],1.0
187,930,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities","congenital, hereditary, and neonatal diseases and abnormalities",,0.001
188,450,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities",congenital abnormalities,"[33683246, 34172316]",2.0
189,753,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities.cardiovascular abnormalities",cardiovascular abnormalities,[34055939],1.0
190,270,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities.cardiovascular abnormalities.heart defects, congenital","heart defects, congenital","[32921216, 33778151, 34172316, 34438608, 35338811]",5.0
191,772,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities.cardiovascular abnormalities.heart defects, congenital.coronary vessel anomalies",coronary vessel anomalies,[33432304],1.0
192,141,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities.musculoskeletal abnormalities",musculoskeletal abnormalities,[32675661],1.0
193,310,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities.nervous system malformations",nervous system malformations,"[33013930, 33338439, 34333238, 34542255, 34951387, 35221322]",6.0
194,226,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities.respiratory system abnormalities",respiratory system abnormalities,"[32835165, 32998763, 33264669, 33425537, 33442016, 33619413, 33917837, 33995053, 34019347, 34242974, 34260823, 34805418, 34874785, 34986935, 35000539]",15.0
195,859,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities.respiratory system abnormalities.laryngostenosis",laryngostenosis,[34123379],1.0
196,793,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.congenital abnormalities.respiratory system abnormalities.scimitar syndrome",scimitar syndrome,[33521655],1.0
197,1024,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.genetic diseases, inborn","genetic diseases, inborn",,0.001
198,1059,"Diseases.congenital, hereditary, and neonatal diseases and abnormalities.genetic diseases, inborn.blood coagulation disorders, inherited","blood coagulation disorders, inherited",,0.001
